# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 12 04:34:25 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optmagblend: Optical Magnitude Blend Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_teffblend:   Effective Temperature Blend Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_def_reflink: Default Reference
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_def_reflink
27,55 Cnc,d,Radial Velocity,5,4825.00000000,39.00000000,-39.00000000,0,5.503000,0.030000,-0.030000,0,0.019000,0.013000,-0.013000,0,90.000,,,0,3.87800,0.06800,-0.06800,0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.960,0.010,0,,V (Johnson),,,,5196.00,24.00,-24.00,0,0,0.91,0.01,-0.01,0,0,0.94,0.01,-0.01,0,0,2014-10-29,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>
28,55 Cnc,e,Radial Velocity,5,0.73653900,0.00000700,-0.00000700,0,0.015440,0.000090,-0.000090,0,,,,,83.300,0.900,-0.800,0,0.02542,0.00098,-0.00098,0,Mass,0.170,0.007,-0.007,0,6.40000,0.80000,-0.70000,0,0,0,0,1,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.960,0.010,0,,V (Johnson),,,,5196.00,24.00,-24.00,0,0,0.91,0.01,-0.01,0,0,0.94,0.01,-0.01,0,0,2016-07-07,,,,,2455733.013000,0.000007,-0.000007,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016Natur.532..207D target=ref>Demory et al. 2016</a>
29,55 Cnc,f,Radial Velocity,5,262.00000000,0.51000000,-0.51000000,0,0.788000,0.001000,-0.001000,0,0.305000,0.075000,-0.075000,0,90.000,,,0,0.14100,0.01200,-0.01200,0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.960,0.010,0,,V (Johnson),,,,5196.00,24.00,-24.00,0,0,0.91,0.01,-0.01,0,0,0.94,0.01,-0.01,0,0,2014-10-29,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>
30,6 Lyn,b,Radial Velocity,1,874.77400000,16.27000000,-8.47000000,0,2.180000,0.050000,-0.060000,0,0.125000,,,1,,,,,2.21000,0.11000,-0.16000,0,Msini,,,,,,,,,0,0,0,0,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,56.95,2.36,-2.58,0,,,,,,,,,4978.00,18.00,-18.00,0,0,1.70,0.10,-0.20,0,0,5.20,0.40,-0.30,0,0,2015-09-03,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2010ApJ...709..396B target=ref> Bowler et al. 2010 </a>
31,61 Vir,b,Radial Velocity,3,4.21500000,0.00060000,-0.00060000,0,0.050201,0.000005,-0.000005,0,0.120000,0.110000,-0.110000,0,,,,,0.01600,0.00200,-0.00200,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,0.05,-0.05,0,4.740,,0,,V (Johnson),,,,5577.00,33.00,-33.00,0,0,0.94,0.03,-0.03,0,0,0.96,0.01,-0.01,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>
32,61 Vir,c,Radial Velocity,3,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,0.140000,0.060000,-0.060000,0,,,,,0.05700,0.00300,-0.00300,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,0.05,-0.05,0,4.740,,0,,V (Johnson),,,,5577.00,33.00,-33.00,0,0,0.94,0.03,-0.03,0,0,0.96,0.01,-0.01,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>
33,61 Vir,d,Radial Velocity,3,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,0.350000,0.090000,-0.090000,0,,,,,0.07200,0.00800,-0.00800,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,0.05,-0.05,0,4.740,,0,,V (Johnson),,,,5577.00,33.00,-33.00,0,0,0.94,0.03,-0.03,0,0,0.96,0.01,-0.01,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>
34,7 CMa,b,Radial Velocity,1,796.00000000,7.40000000,-7.40000000,0,1.930000,0.010000,-0.010000,0,0.220000,0.070000,-0.070000,0,,,,,2.46000,0.14000,-0.14000,0,Msini,,,,,,,,,0,0,0,0,06h36m41.04s,99.170990,-19d15m21.2s,-19.255878,19.84,0.27,-0.28,0,3.920,,0,,V (Johnson),,,,4792.00,100.00,-100.00,0,0,1.52,0.30,-0.30,0,0,2.30,0.10,-0.10,0,0,2015-10-22,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.455.1398W target=ref>Wittenmyer et al. 2016</a>
35,70 Vir,b,Radial Velocity,1,116.69260000,0.00140000,-0.00140000,0,0.481000,0.003000,-0.003000,0,0.399000,0.002000,-0.002000,0,,,,,7.40000,0.02000,-0.02000,0,Msini,,,,,,,,,0,0,0,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,18.11,0.24,-0.24,0,4.980,,0,,V (Johnson),4.867,,0,5439.00,44.00,-44.00,0,0,1.09,0.02,-0.02,0,0,1.94,0.05,-0.05,0,0,2015-04-24,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...806...60K target=ref>Kane et al. 2015</a>
36,75 Cet,b,Radial Velocity,1,691.90000000,3.60000000,-3.60000000,0,2.100000,,,0,0.117000,0.048000,-0.048000,0,,,,,3.00000,,,0,Msini,,,,,,,,,0,0,0,0,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,81.50,6.87,-8.27,0,5.350,,0,,V (Johnson),,,,4846.00,18.00,-18.00,0,0,2.49,0.02,-0.27,0,0,10.50,1.00,-1.00,0,0,2015-09-03,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2012PASJ...64..135S target=ref> Sato et al. 2012 </a>
37,8 UMi,b,Radial Velocity,1,93.40000000,4.50000000,-4.50000000,0,0.490000,0.030000,-0.030000,0,0.060000,0.180000,-0.180000,0,,,,,1.50000,0.20000,-0.20000,0,Msini,,,,,,,,,0,0,0,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,159.10,11.00,-11.00,0,6.830,,0,,V (Johnson),6.494,,0,4847.40,7.50,-7.50,0,0,1.80,0.10,-0.10,0,0,9.90,0.40,-0.40,0,0,2015-10-15,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...584A..79L target=ref>Lee et al. 2015</a>
38,81 Cet,b,Radial Velocity,1,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,0.206000,0.029000,-0.029000,0,,,,,5.30000,,,0,Msini,,,,,,,,,0,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,97.18,8.37,-10.11,0,5.650,,0,,V (Johnson),,,,4785.00,25.00,-25.00,0,0,2.40,0.10,-0.40,0,0,11.00,2.00,-1.00,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008PASJ...60.1317S target=ref> Sato et al. 2008 </a>
39,91 Aqr,b,Radial Velocity,1,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,0.027000,0.026000,-0.026000,0,,,,,3.20000,,,0,Msini,,,,,,,,,0,0,0,0,23h15m53.50s,348.972900,-09d05m15.9s,-9.087737,45.52,1.77,-1.92,0,4.250,,0,,V (Johnson),,,,4665.00,18.00,-18.00,0,0,1.40,0.10,-0.10,0,0,11.00,0.10,-0.10,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...555A..87M target=ref> Mitchell et al. 2013 </a>
40,AB Pic,b,Imaging,1,,,,,260.000000,,,0,,,,,,,,,13.50000,0.50000,-0.50000,0,Mass,,,,,,,,,0,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.054310,45.52,1.64,-1.76,0,9.128,0.019,0,,V (Johnson),8.776,,0,,,,,0,,,,,0,,,,,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...438L..29C target=ref> Chauvin et al. 2005 </a>
41,BD+03 2562,b,Radial Velocity,1,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,0.200000,0.120000,-0.080000,0,,,,,6.40000,1.30000,-1.30000,0,Msini,,,,,,,,,0,0,0,0,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618.00,564.00,-564.00,0,9.580,0.010,0,,V (Johnson),,,,4095.00,20.00,-20.00,0,0,1.14,0.25,-0.25,0,0,32.35,8.82,-8.82,0,0,2017-06-15,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2017arXiv170601278V target=ref>Villaver et al. 2017</a>
42,BD+14 4559,b,Radial Velocity,1,268.94000000,0.99000000,-0.99000000,0,0.777000,,,0,0.290000,0.030000,-0.030000,0,,,,,1.47000,,,0,Msini,,,,,,,,,0,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,50.03,3.73,-4.38,0,9.630,0.012,0,,V (Johnson),9.270,,0,5008.00,20.00,-20.00,0,0,0.86,0.15,-0.15,0,0,0.95,0.20,-0.20,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>
43,BD+15 2375,b,Radial Velocity,1,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,0.001000,0.250000,-0.001000,0,,,,,1.06100,0.27000,-0.27000,0,Msini,,,,,,,,,0,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.00,165.00,-165.00,0,10.310,0.023,0,,V (Johnson),9.912,,0,4649.00,30.00,-30.00,0,0,1.08,0.14,-0.14,0,0,8.95,1.45,-1.45,0,0,2016-02-04,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A..62N target=ref>Niedzielski et al. 2016</a>
44,BD+15 2940,b,Radial Velocity,1,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,0.260000,0.100000,-0.100000,0,,,,,1.11000,,,0,Msini,,,,,,,,,0,0,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.546930,175.44,,,-1,9.046,0.021,0,,V (Johnson),8.651,,0,4796.00,117.00,-117.00,0,0,1.10,0.20,-0.20,0,0,14.70,2.80,-2.80,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013ApJ...770...53N target=ref> Nowak et al. 2013 </a>
45,BD+20 1790,b,Radial Velocity,1,7.78287000,0.00077000,-0.00076000,0,0.066000,0.005000,-0.006000,0,0.220000,0.070000,-0.090000,0,,,,,6.37000,1.35000,-1.35000,0,Msini,,,,,,,,,0,0,0,0,07h23m43.59s,110.931612,+20d24m58.8s,20.416334,25.40,4.00,-4.00,0,,,,,,9.369,,0,4410.00,,,0,0,0.63,0.09,-0.09,0,0,0.71,0.03,-0.03,0,0,2015-03-26,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576A..66H target=ref>Hern&aacute;n-Obispo et al. 2015</a>
46,BD+20 2457,b,Radial Velocity,2,379.63000000,2.01000000,-2.01000000,0,1.450000,,,0,0.150000,0.030000,-0.030000,0,,,,,21.42000,,,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,200.00,,-168.25,0,9.750,,0,,V (Johnson),9.120,,0,4137.00,10.00,-10.00,0,0,2.80,1.50,-1.50,0,0,49.00,26.00,-26.00,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>
47,BD+20 2457,c,Radial Velocity,2,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,0.180000,0.060000,-0.060000,0,,,,,12.47000,,,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,200.00,,-168.25,0,9.750,,0,,V (Johnson),9.120,,0,4137.00,10.00,-10.00,0,0,2.80,1.50,-1.50,0,0,49.00,26.00,-26.00,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...707..768N target=ref> Niedzielski et al. 2009 </a>
48,BD+20 274,b,Radial Velocity,1,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,0.210000,0.060000,-0.060000,0,,,,,4.20000,,,0,Msini,,,,,,,,,0,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,,,,,9.360,,0,,V (Johnson),8.811,,0,4296.00,10.00,-10.00,0,0,0.80,0.20,-0.20,0,0,17.30,0.90,-0.90,0,0,2015-09-18,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2012ApJ...756...53G target=ref> Gettel et al. 2012 </a>
49,BD+20 594,b,Transit,1,41.68550000,0.00300000,-0.00310000,0,0.241000,0.019000,-0.017000,0,0.000000,,,0,89.550,0.170,-0.140,0,0.05129,0.01888,-0.01919,0,Mass,0.199,0.012,-0.010,0,7.89000,3.40000,-3.10000,0,0,0,1,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,,,,,11.038,0.047,0,,V (Johnson),10.794,,0,5766.00,99.00,-99.00,0,0,0.96,0.03,-0.03,0,0,0.93,0.06,-0.04,0,0,2016-07-28,,,,,2457151.902100,0.004200,-0.004700,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...830...43E target=ref>Espinoza et al. 2016</a>
50,BD+48 738,b,Radial Velocity,1,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,0.200000,0.100000,-0.100000,0,,,,,0.91000,,,0,Msini,,,,,,,,,0,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.586960,,,,,9.140,,0,,V (Johnson),,,,4414.00,15.00,-15.00,0,0,0.74,0.39,-0.39,0,0,11.00,1.00,-1.00,0,0,2015-08-13,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2012ApJ...745...28G target=ref> Gettel et al. 2012 </a>
51,BD+49 828,b,Radial Velocity,1,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,0.350000,0.240000,-0.100000,0,,,,,1.60000,0.40000,-0.20000,0,Msini,,,,,,,,,0,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,,,,,9.380,0.020,0,,V (Johnson),8.934,,0,4943.00,30.00,-30.00,0,0,1.52,0.22,-0.22,0,0,7.60,1.30,-1.30,0,0,2015-02-05,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...803....1N target=ref>Niedzielski et al. 2015</a>
52,BD-06 1339,b,Radial Velocity,2,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,0.000000,,,0,,,,,0.02700,0.00400,-0.00400,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.10,0.65,-0.69,0,9.700,0.009,0,,V (Johnson),8.999,,0,4324.00,100.00,-100.00,0,0,0.70,,,0,0,,,,,,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>
53,BD-06 1339,c,Radial Velocity,2,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,0.310000,0.110000,-0.110000,0,,,,,0.17000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.10,0.65,-0.69,0,9.700,0.009,0,,V (Johnson),8.999,,0,4324.00,100.00,-100.00,0,0,0.70,,,0,0,,,,,,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>
54,BD-08 2823,b,Radial Velocity,2,5.60000000,0.02000000,-0.02000000,0,0.056000,0.002000,-0.002000,0,0.150000,0.150000,-0.150000,0,,,,,0.04500,0.00700,-0.00700,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,42.09,2.67,-3.06,0,9.880,0.043,0,,V (Johnson),9.417,,0,4746.00,63.00,-63.00,0,0,0.74,0.07,-0.07,0,0,,,,,,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2010A%26A...512A..46H target=ref> H&eacute;brard et al. 2010 </a>
55,BD-08 2823,c,Radial Velocity,2,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,0.190000,0.090000,-0.090000,0,,,,,0.33000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,42.09,2.67,-3.06,0,9.880,0.043,0,,V (Johnson),9.417,,0,4746.00,63.00,-63.00,0,0,0.74,0.07,-0.07,0,0,,,,,,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2010A%26A...512A..46H target=ref> H&eacute;brard et al. 2010 </a>
56,BD-10 3166,b,Radial Velocity,1,3.48777000,0.00011000,-0.00011000,0,0.045200,0.002600,-0.002600,0,0.019000,0.023000,-0.023000,0,,,,,0.45800,0.03900,-0.03900,0,Msini,,,,,,,,,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,80.00,10.00,-10.00,0,10.080,,0,,V (Johnson),9.772,,0,5393.00,,,0,0,1.01,,,,0,,,,,,2014-08-27,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>
57,BD-11 4672,b,Radial Velocity,1,1667.00000000,33.00000000,-31.00000000,0,2.280000,0.070000,-0.070000,0,0.050000,0.060000,-0.040000,0,,,,,0.53000,0.05000,-0.05000,0,Msini,,,,,,,,,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.30,,,0,9.990,,0,,V (Johnson),9.379,,0,4475.00,100.00,-100.00,0,0,0.57,0.01,-0.01,0,0,0.52,0.02,-0.02,0,0,2015-01-08,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576A..48M target=ref>Moutou et al. 2015</a>
58,BD-13 2130,b,Radial Velocity,1,714.30000000,5.30000000,-5.30000000,0,2.100000,,,0,0.210000,0.070000,-0.070000,0,,,,,10.60000,,,0,Msini,,,,,,,,,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,766.00,,,0,9.450,,0,,V (Johnson),9.600,,0,,,,,0,2.40,0.20,-0.20,0,0,,,,,0,2015-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...472..657L target=ref> Lovis & Mayor 2007 </a>
59,BD-17 63,b,Radial Velocity,1,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,0.540000,0.005000,-0.005000,0,,,,,5.10000,0.12000,-0.12000,0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,37.54,1.87,-2.08,0,9.566,0.024,0,,V (Johnson),9.111,,0,4714.00,93.00,-93.00,0,0,0.74,0.03,-0.03,0,0,0.69,,,0,0,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>
60,CFBDSIR J145829+101343,b,Imaging,1,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,,,,,,,,,10.50000,4.50000,-4.50000,0,Mass,,,,,,,,,0,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.10,2.40,-2.40,0,,,,,,,,,580.50,24.50,-24.50,0,0,0.02,0.01,-0.01,0,0,,,,,,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2011ApJ...740..108L target=ref> Liu et al. 2011 </a>
61,CHXR 73,b,Imaging,1,,,,,210.000000,,,0,,,,,,,,,12.56900,8.37900,-5.23700,0,Mass,,,,,,,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,,,,,,,,,,,,,,,,,,0.35,,,0,0,,,,,,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2006ApJ...649..894L target=ref> Luhman et al. 2006 </a>
62,CT Cha,b,Imaging,1,,,,,440.000000,,,0,,,,,,,,,17.00000,6.00000,-6.00000,0,Mass,2.200,0.810,-0.600,0,,,,,0,0,0,0,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165.00,30.00,-30.00,0,,,,,,,,,,,,,,,,,,,,,,,,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...491..311S target=ref> Schmidt et al. 2008 </a>
